codigo,descricao,preconormal,precooferta,inicio,fim,secao,familia,pai,camp,obs
40001,HIDRATANTE RICCA P/MAOS FRESH FLORAL 30G,16.39,9.99,10/09,10/10,HIGIENE CORPORAL,0,1,,
40221,SH HEAD SHOULDERS LIMPEZA EFICAZ 200ML,23.29,19.98,21/08,20/09,CUIDADOS COM O CABELO,1317,0,,
40222,SH HEAD SHOULDERS LIMPEZA EFICAZ 400ML,39.99,29.98,21/08,20/09,CUIDADOS COM O CABELO,3554,0,,
40223,OLEO PANTENE QUERATINA 95ML,50.29,39.98,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
40224,SPRAY PANTENE QUERATINA 160ML,50.49,39.98,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
40241,MASCARA SIAGE EUDORA CAUTERIZACAO DOS LISOS 250G,49.99,19.99,03/09,31/10,CUIDADOS COM O CABELO,4915,0,,
40252,DESOD AERO DOVE MEN INVISIBLE FRESH 150ML,21.29,16.49,01/09,14/09,HIGIENE CORPORAL,1484,0,,
40254,MASCARA SIAGE EUDORA PRO CRONOLOGY 250G,49.99,19.99,03/09,31/10,CUIDADOS COM O CABELO,4915,0,,
40374,CR DENT SORRISO DENTES BRANCOS 120G,6.69,5.99,19/08,18/09,CUIDADOS BUCAL,0,1,,
40420,SH HB BEAUTY RECONSTRUTOR OURO 24K 300ML,57.89,42.99,04/09,15/10,CUIDADOS COM O CABELO,0,1,,
40421,SH HB BEAUTY LISO ABOSLUTO 300ML,43.79,42.99,04/09,15/10,CUIDADOS COM O CABELO,0,1,,
40496,SOMBRA RK EM BASTAO ROSE GLAM,29.69,14.99,05/08,31/10,MAQUIAGENS / ACESSORIOS,5013,1,,
40497,SOMBRA RK EM BASTAO GOLD GLAM,29.69,14.99,05/08,31/10,MAQUIAGENS / ACESSORIOS,5013,0,,
40498,SOMBRA RK EM BASTAO BRONZE GLAM,29.69,14.99,05/08,31/10,MAQUIAGENS / ACESSORIOS,5013,0,,
