codigo,descricao,preconormal,precooferta,inicio,fim,secao,familia
164860,"COND PALMOLIVE PITAYA 350G",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
164879,"SH PALMOLIVE PITAYA 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
172928,"CHOC BARRA RECH SNICKERS 45G",4.99,4.99,04/08,10/08,BOMBONIERE,4203
193810,"ABS ALWAYS BASICO SECA C ABAS 32UND",22.39,12.99,03/08,10/08,"HIGIENE CORPORAL",3660
194506,"SH PALMOLIVE NATURALS DETOX ENERGIZANTE 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
194514,"COND PALMOLIVE NATURALS DETOX ENERGIZANTE 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
198021,"SH SEDA BOMBA E COCO 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
198030,"COND SEDA BOMBA E COCO 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
198048,"COND PALMOLIVE COCO CACHEADO 350G",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
198056,"SH PALMOLIVE COCO CACHEADO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
200018,"COND SEDA BAMBU E BIOTINA 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
200026,"SH SEDA BAMBU E BIOTINA 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
501450,"ACUCAR IPOJUCA CRISTAL 1KG",3.39,3.39,04/08,06/08,"ACUCAR / ARROZ / GRAOS",0
506656,"AGUA SANIT DRAGAO 2L",5.59,4.79,03/08,10/08,LIMPEZA,0
531448,"CAFE SANTA CLARA CLASSICO 250G",15.99,13.99,04/08,10/08,"CAFE / CHA",5410
537160,"KETCHUP GOSTO MAIS TRAD 750G",5.69,5.49,04/08,10/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
537764,"CERVEJA HEINEKEN 350ML",5.99,5.99,04/08,10/08,BEBIDAS,0
559954,"ESPONJA ESFRELUX SANTA MARIA L4 PG3",3.99,3.49,03/08,10/08,LIMPEZA,0
564486,"FARINHA DE MANDIOCA DO SITIO 1KG",3.89,3.79,04/08,06/08,"FARINHAS DE TRIGO / SOJA / MILHO",0
570621,"FILEZINHO SASSAMI MAURICEA 1KG",25.69,22.99,04/08,10/08,AVES,0
584827,"INSET BAYGON AERO MULTIPLUS 285ML",20.99,16.79,03/08,10/08,LIMPEZA,1733
586331,"LEITE CONDENSADO BETANIA TP 395G",6.79,5.97,04/08,10/08,BOMBONIERE,0
587370,"LEITE FERM CHAMYTO TRAD 450G",10.79,5.99,27/07,16/08,FRIOS,0
587630,"LEITE EM PO LASERENISSIMA INTEGRAL 200G",7.59,6.75,04/08,10/08,"ACHOCOLATADOS / LEITES",0
631639,"SALG PIPPOS VIT CHURRASCO 200G",10.49,9.99,04/08,10/08,BOMBONIERE,5736
631728,"SALG PIPPOS VIT PIZZA 200G",10.99,9.99,04/08,10/08,BOMBONIERE,5736
631795,"SALG PIPPOS VIT QUEIJO 200G",10.99,9.99,04/08,10/08,BOMBONIERE,5736
668460,"ACHOC TODDYNHO CHOC 200ML",2.99,2.25,04/08,10/08,"ACHOCOLATADOS / LEITES",1153
674605,"VODKA SMIRNOFF RED 998ML",42.29,34.99,04/08,10/08,BEBIDAS,1167
675423,"WHISKY JOHNNIE WALKER RED LABEL 1L",79.99,74.90,04/08,10/08,BEBIDAS,0
697176,"SH PALMOLIVE NATURALS ANTI-ARMADO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
697435,"SH PALMOLIVE NATURALS NEUTRO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
704709,"SH PALMOLIVE CACHOS CONTROL 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
704725,"SH PALMOLIVE NATURALS CERAMIDAS FORCE 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
704768,"SH PALMOLIVE NATURALS ILUMINADOR PRETO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
704873,"SH PALMOLIVE NATURALS NUTRI LIS LISS 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
704954,"SH PALMOLIVE NATURALS REPARACAO GELEIA REA 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
714291,"SH HEAD SHOULDERS ANTI-COCEIRA 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
714348,"SH HEAD SHOULDERS HIDRATACAO 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
714372,"SH HEAD SHOULDERS HOMEM PREVENCAO QUEDA 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
714445,"SH HEAD SHOULDERS MENTHA REFRESCANTE 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
715441,"ESC DENT COLGATE CLASSIC CLEAN MC",7.39,3.99,03/08,10/08,"CUIDADOS BUCAL",1320
715468,"ESC DENT COLGATE CLASSIC CLEAN MD",7.39,3.99,03/08,10/08,"CUIDADOS BUCAL",1320
718122,"SAB PROTEX SUAVE 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718130,"SAB PROTEX BALANCE SAUDAVEL 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718211,"SAB PROTEX ALOE 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718351,"SAB PROTEX AVEIA 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718386,"SAB PROTEX CREAM 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718475,"SAB PROTEX LIMPEZA PROFUNDA 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
718491,"SAB PROTEX PROPOLIS 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
725544,"COND PALMOLIVE NATURALS MACIEZ PROLONGADA 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
725838,"COND PALMOLIVE NATURALS NEUTRO 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
725862,"COND PALMOLIVE NATURALS NUTRI -LIS 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
728675,"CR PENT SEDA CACHOS COMPORTADOS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
728691,"CR PENT SEDA CERAMIDAS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
731048,"DESOD AERO REXONA MEN ANTIBACTERIANO INVISIBLE 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
731056,"DESOD AERO REXONA MEN SPORTFAN 90GR",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
737461,"COND PALMOLIVE NATURALS CERAMIDAS FORCE 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
746479,"CR PENT SEDA LISO PERFEITO 300G",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
746533,"CR PENT SEDA PRETO LUMINOSOS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
755982,"CR PENT SEDA CRESCIMENTO 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
764124,"DESOD AERO DOVE ORIGINAL 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
764175,"DESOD AERO DOVE BEAUTY FINISH 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
764329,"DESOD AERO DOVE GO FRESH 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
764418,"DESOD AERO DOVE INVISIBLE DRY 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
764450,"DESOD AERO DOVE MEN CUIDADO TOTAL 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
764485,"DESOD AERO DOVE MEN EXTRA FRESH 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
765597,"DESOD AERO REXONA MEN INVISIB 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
777846,"DEFRIZ HAIR FLY SEMI DI LINO 240G",23.99,20.99,24/07,23/08,"CUIDADOS COM O CABELO",4319
794244,"COND PALMOLIVE CACHOS LIVRES 350G",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
794341,"COND PALMOLIVE NATURALS ILUMINADOR PRETO 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
794503,"COND PALMOLIVE NATURALS REPARACAO GELEIA REAL 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
794511,"COND PALMOLIVE NATRUALS ANTI ARMARD 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
797561,"SALG SALSITOS CEBOLA 32G",1.99,1.99,04/08,10/08,BOMBONIERE,5696
804487,"SAB PROTEX VITAMINA E 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
809330,"OLEO SOYA SOJA 900ML",8.89,8.79,04/08,06/08,"OLEOS / AZEITES",0
817171,"MOLHO TARANTELLA TOMATE PENEIRADO 1,06KG",7.99,7.99,04/08,10/08,"CONDIMENTOS / CONSERVAS",0
819611,"DESOD AERO DOVE MEN SEM PERFUME 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
836010,"SH PALMOLIVE NATURALS MACIEZ PROLONGADA 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
856568,"INSET BAYGON AERO ACAO TOT 360ML",20.99,16.79,03/08,10/08,LIMPEZA,1733
858552,"INSET BAYGON ACAO TOT C EUCAL 360ML",20.99,16.79,03/08,10/08,LIMPEZA,1733
860956,"SAB PROTEX MEN ENERGY 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
870390,"SAB PROTEX MEN SPORT 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
875660,"CR PENT SEDA KERAFORCE ORIGINAL 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
910287,"DESOD AERO REXONA MEN V8 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
910643,"DESOD AERO REXONA MEN XTRA COOL 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
918350,"DESOD AERO REXONA MEN ACTIVE 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
927988,"CR PENT SEDA OLEO HIDRATACAO 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
928364,"SH PALMOLIVE NATURALS HIDRATACAO LUMINOSA 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
936243,"DESOD AERO DOVE MEN INVISIBLE DRY 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
937428,"COND PALMOLIVE OLEO ARGAN 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
937690,"BARRA CEREAL NUT MIX NOZES CANELA 27G",5.19,3.19,30/07,07/08,"DIET / LIGHT",2012
941387,"PAO PLUSVITA INTEGRAL 480G",13.29,9.99,30/07,09/08,PADARIA,0
949876,"SAB PROTEX OMEGA 3 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
952478,"CR PENT SEDA HIDRATACAO ANTI-NOS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
952834,"LAVA ROUPAS OMO LAV.PERFEITA 3L",42.39,29.98,03/08,10/08,LIMPEZA,4940
953687,"COND PALMOLIVE LONGO SEDUTOR 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
964727,"DESOD AERO REXONA MEN ANTIBACTERIAL 90GR",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
975435,"CAPSULA TRES CHA CAMOMILA 10X2,5G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975443,"CAPSULA TRES CAPIM CIDREIRA 10X2,5G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975460,"CAPSULA TRES CHA ERVA DOCE 10X2,5G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975478,"CAPSULA TRES ESPRESSO PLENO 10X8G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975486,"CAPSULA TRES ESPRESSO SUPREMO 10X8G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975494,"CAPSULA TRES CAFE C LEITE 10X9G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975508,"CAPSULA TRES CAPPUCCINO CLASSIC 10X11G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975516,"CAPSULA TRES CAFE COADO CLASSICO 10X7,5",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975524,"CAPSULA TRES CAFE COADO GOURMET 10X7,5G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975532,"CAPSULA TRES CHOC QUENTE 10X10G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975540,"CAPSULA TRES CORACOES ESPRESSO VIB 80G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
975559,"CAPSULA TRES CORACOES ESPRESSO DEC 80G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
990612,"CAPSULA TRES ESPRESSO ATENTO 10X8G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
995240,"SH HEAD SHOULDERS MEN 3X1 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
995584,"ESC DENT ORAL-B 7 BENEFICIOS 40 L2P1",38.79,29.98,15/07,14/08,"CUIDADOS BUCAL",0
996114,"SH HEAD SHOULDERS MACA 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
