codigo,descricao,preconormal,precooferta,inicio,fim
24551,"SH SEDA ONDAS FRIZZ 325ML",16.49,13.99,04/08,03/09
24552,"SH SEDA POS DANOS 325ML",16.49,13.99,04/08,03/09
24717,"COND SEDA ONDAS FRIZZ 325ML",17.59,14.99,04/08,03/09
25344,"COND SEDA MAMONA E CAFE 325ML",17.59,14.99,04/08,03/09
25345,"COND SEDA MANDACARU E CAJA 325ML",17.59,14.99,04/08,03/09
25346,"SH SEDA MAMONA E CAFE 325ML",16.49,13.99,04/08,03/09
25348,"DESOD AERO DOVE ANTIBACTERIANO 89G",21.29,19.98,04/08,03/09
25816,"SH SEDA BABOSA E OLEO DE COCO 325ML",16.49,13.99,04/08,03/09
25817,"COND SEDA BABOSA E OLEO DE COCO 325ML",17.59,14.99,04/08,03/09
25818,"SH SEDA MANDACARU E CAJA 325ML",16.49,13.99,04/08,03/09
25830,"ABS ALWAYS BASICO SUAVE C ABAS 32UN",22.39,12.99,03/08,10/08
25835,"DESOD AERO OLD SPICE MAR PROFUNDO 93G",23.29,16.99,03/08,10/08
25848,"CR PENT SEDA ANTIFRIZZ 300ML",13.99,12.49,04/08,03/09
25881,"BISC WAFER PILAR CHOCOLATE 100G",1.59,1.47,04/08,10/08
25882,"BISC WAFER PILAR LIMAO 100G",1.59,1.47,04/08,10/08
25886,"BISC WAFER PILAR MORANGO 100G",1.59,1.47,04/08,10/08
25897,"BISC WAFER PILAR BRIGADEIRO 100G",1.59,1.47,04/08,10/08
25914,"BISC WAFER PILAR LARANJA 100G",1.59,1.47,04/08,10/08
26026,"COND PALMOLIVE SEMPRE LONGO 350ML",12.89,11.99,03/08,10/08
26027,"SH PALMOLIVE NATURALS SEMPRE LONGO 350ML",12.39,10.99,03/08,10/08
26030,"SAB PROTEX DUO PROTECT 85G",3.89,2.99,03/08,10/08
26138,"DESOD AERO DOVE SENSITIVE SEM PERFUME 89G",21.29,19.98,04/08,03/09
26344,"CR DENT SORRISO TRIPLA LIMPEZA COMPLETA 120G",4.99,3.99,01/08,01/09
26451,"BISC WAFER PILAR ABACAXI 100G",1.59,1.47,04/08,10/08
28101,"CHOCOLATTO 3 CORACOES REF 5S 560G",15.69,12.99,04/08,10/08
28360,"IOG DANONE LIQ MORANGO 1,250G",21.99,16.99,29/07,10/08
28673,"DESOD AERO DOVE PERA 89G",21.29,19.98,04/08,03/09
28674,"DESOD AERO DOVE AMORA 89G",21.29,19.98,04/08,03/09
29581,"COND SEDA JUNTINHOS CRESPOS 300ML",17.59,14.99,04/08,03/09
29582,"CR PENT SEDA JUNTINHOS CRESPOS 300ML",13.99,12.49,04/08,03/09
29583,"SH SEDA JUNTINHOS 300ML",16.49,13.99,04/08,03/09
29584,"SH SEDA JUNTINHOS CRESPOS 300ML",16.49,13.99,04/08,03/09
29585,"SH SEDA COLAGENO 325ML",16.49,13.99,04/08,03/09
29586,"CR PENT SEDA JUNTINHOS CACHOS 300ML",13.99,12.49,04/08,03/09
29629,"CHOC BARRA RECH SNICKERS DARK 42G",4.99,4.99,04/08,10/08
29794,"VODKA SMIRNOFF WATERMELON E MINT 998ML",42.29,34.99,04/08,10/08
30594,"KIT HAIR FLY SOS HIDRATACAO SH+COND",18.29,12.99,03/08,10/08
30595,"KIT HAIR FLY SOS NUTRICAO SH+COND",18.29,12.99,03/08,10/08
30596,"KIT HAIR FLY SOS RECONSTRUCAO SH+COND",18.29,12.99,03/08,10/08
30774,"CR PENT SEDA COLAGENO + VITAMINA C 300ML",13.99,12.49,04/08,03/09
30775,"COND SEDA COLAGENO + VITAMINA C 325ML",17.59,14.99,04/08,03/09
30785,"BISC WAFER PILAR ABACAXI 80G",1.59,1.47,04/08,10/08
30786,"BISC WAFER PILAR LARANJA 80G",1.59,1.47,04/08,10/08
30789,"BISC WAFER PILAR LIMAO 80G",1.59,1.47,04/08,10/08
30791,"BISC WAFER PILAR CHOCOLATE 80G",1.59,1.47,04/08,10/08
30792,"BISC WAFER PILAR MORANGO 80G",1.59,1.47,04/08,10/08
30793,"BISC SALG VITARELLA DELICITA  INT 367,5G",5.99,4.79,30/07,09/08
30908,"KIT HAIR FLY SOS CACHEADAS E ONDULADAS SH+COND",18.29,12.99,03/08,10/08
31214,"CREAM CRACKER VITARELLA 350G",5.49,3.79,04/08,10/08
31612,"DESOD AERO REXONA ANTI TRANSPIRANTE UNITED 150ML",18.79,16.99,04/08,03/09
31638,"BISC TORTINI TRIUNFO TRUFA 90G",1.99,1.19,30/07,07/08
31802,"COND SEDA JUNTINHOS BRILHO ENCANTADO 300ML",17.59,14.99,04/08,03/09
31803,"CR PENT SEDA JUNTINHOS BRILHO ENCANTADO 300ML",13.99,12.49,04/08,03/09
31823,"SAB PROTEX CARVAO DETOX 85G",3.89,2.99,03/08,10/08
31865,"BISC RECH TRELOSO CHOC C MORANGO 120G",2.29,1.87,04/08,10/08
31866,"BISC RECH TRELOSO CHOC 120G",2.29,1.87,04/08,10/08
31867,"BISC RECH TRELOSO MORANGO 37G",0.79,0.59,30/07,06/08
31868,"BISC RECH TRELOSO CHOCORESCO BAUNILHA 120G",2.29,1.87,04/08,10/08
32034,"BISC RECH TRELOSO BEM CASADO 120G",2.29,1.87,04/08,10/08
32035,"BISC RECH TRELOSO CHOCORESCO CHOCOLATE 120G",2.29,1.87,04/08,10/08
32042,"BISC RECH TRELOSO BEM CASADO 37G",0.79,0.49,30/07,04/08
32209,"SAB PROTEX ERVA DOCE 85G",3.89,2.99,03/08,10/08
32235,"BISC RECH TRELOSO BRIGADEIRO 120G",2.29,1.87,04/08,10/08
32236,"BISC RECH TRELOSO DOCE DE LEITE 120G",2.29,1.87,04/08,10/08
32237,"BISC RECH TRELOSO FLOCOS 120G",2.29,1.87,04/08,10/08
32238,"BISC RECH TRELOSO MORANGO 120G",2.29,1.87,04/08,10/08
32284,"CAPSULA SANTA CLARA EXPRESSO MOGIANA PAULISTA 10X8G",24.69,19.99,04/08,10/08
33108,"CAPSULA CAPPUCCINO SANTA CLARA 110G",23.69,19.99,04/08,10/08
33120,"CAFE SANTA CLARA EXTRAFORTE 250G",15.99,13.99,04/08,10/08
33186,"REFRESC TANG MORANGO 18G",0.99,0.97,04/08,10/08
33187,"REFRESC TANG LARANJA 18G",0.99,0.97,04/08,10/08
33188,"REFRESC TANG TANGERINA 18G",0.99,0.97,04/08,10/08
33189,"REFRESC TANG UVA 18G",0.99,0.97,04/08,10/08
33190,"REFRESC TANG UVA INTENSA 18G",0.99,0.97,04/08,10/08
33197,"REFRESC TANG MARACUJA 18G",0.99,0.97,04/08,10/08
33209,"CHOC BARRA RECH SNICKERS CARAMELO E BACON 42G",4.99,4.99,04/08,10/08
33210,"CHOC BARRA RECH SNICKERS MOUSSE DE MARACUJA 42G",4.99,4.99,04/08,10/08
33211,"CHOC BARRA RECH SNICKERS COCO 42G",4.99,4.99,04/08,10/08
33261,"REFRESC TANG LARANJA MAMAO 18G",0.99,0.97,04/08,10/08
33315,"REFRESC TANG MANGA 18G",0.99,0.97,04/08,10/08
33450,"COND SEDA BOOM HIDRATACAO PRO CURVA 300ML",17.59,14.99,04/08,03/09
33481,"REFRESC TANG GUARANA 18G",0.99,0.97,04/08,10/08
33487,"REFRESC TANG GOIABA 18G",0.99,0.97,04/08,10/08
33488,"REFRESC TANG ABACAXI 18G",0.99,0.97,04/08,10/08
33489,"REFRESC TANG LARANJA DOCINHA 18G",0.99,0.97,04/08,10/08
33490,"REFRESC TANG LIMAO 18G",0.99,0.97,04/08,10/08
33592,"DESOD AERO DOVE MEN LIMAO 89G",21.29,19.98,04/08,03/09
33593,"DESOD AERO DOVE MEN EUCALIPTO 89G",21.29,19.98,04/08,03/09
33791,"SH SEDA JUNTINHOS 2EM1 325ML",16.49,13.99,04/08,03/09
33794,"SH SEDA JUNTINHOS CACHOS 300ML",16.49,13.99,04/08,03/09
33923,"COND SEDA JUNTINHOS MOANA 325ML",17.59,14.99,04/08,03/09
33956,"SH PALMOLIVE HIALURONICO 350ML",12.39,10.99,03/08,10/08
33957,"COND PALMOLIVE HIALURONICO 350ML",12.89,11.99,03/08,10/08
33959,"BEB MISTA TAMPICO FRUTAS CITRICAS 1,5L",6.99,6.99,04/08,10/08
34313,"COND PALMOLIVE FORCA E COLAGENO 350G",12.89,11.99,03/08,10/08
34321,"SH PALMOLIVE FORCA E COLAGENO 350ML",12.39,10.99,03/08,10/08
34451,"ESC DENT ORAL-B COMPLETA 5X CARVAO C 2",34.89,28.90,15/07,14/08
34491,"CARGA GILLETTE MACH3 SENSITIVE L4 P3",79.59,39.98,03/08,10/08
34499,"IOG GREGO DANONE FLOCOS 90G",3.39,2.99,31/07,10/08
34513,"ESC DENT ORAL-B IND CORES COLLECTION 30 C 4",47.29,39.98,15/07,14/08
34622,"SAB ALBANY HIDRATACAO INTENSIVA AZUL 85G",1.99,1.59,03/08,10/08
34623,"SAB ALBANY SUAVE FEMININO ROSA 85G",1.99,1.59,03/08,10/08
34624,"SAB ALBANY HIDRATANTE SUAVIZANTE BRANCO 85G",1.99,1.59,03/08,10/08
34625,"SAB ALBANY MEN 4EM1 85G",1.99,1.59,03/08,10/08
34626,"SAB ALBANY SUAVE HOMEM VERDE 85G",1.99,1.59,03/08,10/08
34627,"SAB ALBANY SUAVE HOMEM AZUL 85G",1.99,1.59,03/08,10/08
35092,"CHOC BARRA RECH SNICKERS MOUSSE DE LIMAO 42G",4.99,4.99,04/08,10/08
35423,"AZEITE VILA FLOR EXT VIRG VD 500ML",26.99,25.99,04/08,10/08
35429,"ESC DENT ORAL-B PURIFICATION OU ULTRAFINO",47.79,34.99,15/07,14/08
35561,"LEITE FERM CHAMYTO TRADICIONAL TP 480G",9.99,6.29,03/08,18/08
35727,"BEB MISTA TAMPICO UVA 1,5L",6.99,6.99,04/08,10/08
36228,"BISC RECH BONO MORANGO 90G",2.49,2.49,04/08,10/08
36487,"BISC BONO RECH LIMAO 90G",2.49,2.49,04/08,10/08
36541,"BISC RECH BONO DOCE DE LEITE 90G",2.49,2.49,04/08,10/08
36567,"SAB ALBANY PERFUME BRANCO 85G",1.99,1.59,03/08,10/08
36568,"SAB ALBANY PERFUME LARANJA 85G",1.99,1.59,03/08,10/08
36598,"MANTEIGA ALAMI C SAL 200G",8.19,7.49,04/08,10/08
36620,"BISC RECH BONO CHOCOLATE 90G",2.49,2.49,04/08,10/08
36738,"ESC DENT ORAL-B IND BLACK SENSITIVE C/2",29.39,24.99,15/07,14/08
36983,"SAB ALBANY ANTIBACTERIANO BRANCO 85G",1.99,1.59,03/08,10/08
36984,"SAB ALBANY LIMPEZA CUIDADO 85G",1.99,1.59,03/08,10/08
36985,"SAB ALBANY PERFUME ROXO 85G",1.99,1.59,03/08,10/08
36986,"SAB ALBANY PERFUME VERMELHO 85G",1.99,1.59,03/08,10/08
37265,"SH HEAD SHOULDERS OLD SPICE 200ML",23.29,18.99,03/08,10/08
37421,"WAFER LACTA BIS LAKA 100,8G",9.19,5.99,24/07,10/08
37422,"WAFER LACTA BIS AO LEITE 100,8G",9.19,5.99,24/07,10/08
37544,"FRALDA MUNDO BITA MEGA G C/34UND",37.39,24.99,22/07,21/08
37545,"FRALDA MUNDO BITA MEGA M C/40UND",37.39,24.99,22/07,21/08
37546,"FRALDA MUNDO BITA MEGA XG C/32UND",37.39,24.99,22/07,21/08
38463,"SH SEDA PROBIOTICO + BIOTINA 325ML",16.49,13.99,04/08,03/09
38464,"COND SEDA PROBIOTICO + BIOTINA 325ML",17.59,14.99,04/08,03/09
38597,"DESINF DRAGAO FLORAL 1L",4.69,3.49,03/08,10/08
38598,"DESINF DRAGAO CAMPESTRE 1L",4.69,3.49,03/08,10/08
39239,"FRALDA MUNDO BITA MEGA XXG C/26UND",37.39,24.99,22/07,21/08
39785,"CAPSULA TRES CORACOES CAFE ORGANICO  10X50G ",24.69,19.99,04/08,10/08
39786,"CAPSULA  TRES CORACOES CAFE INTENSO 10X50G ",24.69,19.99,04/08,10/08
39787,"CAPSULA  TRES CORACOES CAFE DESCAFE 10X50G ",24.69,19.99,04/08,10/08
39790,"CAPSULA TRES CORACOES CAFE MOGIANA PAULISTA  10X50G ",24.69,19.99,04/08,10/08
39791,"CAPSULA TRES CORACOES CAFE CERRADO MINEIRO 10X50G ",24.69,19.99,04/08,10/08
